timestamp,event_type,duty_cycle_pct,tx_count,violations,memory_free_kb,memory_total_kb,memory_min_kb,memory_peak_kb,queue_enqueued,queue_dropped,queue_drop_rate_pct,queue_max_depth,packet_seq,packet_source,packet_hops,routing_table_entries,trickle_tx_count,trickle_suppressed,trickle_efficiency_pct,trickle_interval_s,raw_line
2025-10-27T15:08:40.730015,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:09:03.343923,packet,,,,,,,,,,,,46,BB94,1,,,,,,RX: Seq=46 From=BB94 Hops=1 Value=1.90
2025-10-27T15:09:03.348906,packet,,,,,,,,,,,,46,BB94,1,,,,,,"GATEWAY: Packet 46 from BB94 received (hops=1, value=1.90)"
2025-10-27T15:09:10.762937,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:09:40.786062,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:10:02.899014,packet,,,,,,,,,,,,47,BB94,1,,,,,,RX: Seq=47 From=BB94 Hops=1 Value=30.37
2025-10-27T15:10:02.904021,packet,,,,,,,,,,,,47,BB94,1,,,,,,"GATEWAY: Packet 47 from BB94 received (hops=1, value=30.37)"
2025-10-27T15:10:10.820043,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:10:40.836126,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:11:02.797142,packet,,,,,,,,,,,,48,BB94,1,,,,,,RX: Seq=48 From=BB94 Hops=1 Value=95.56
2025-10-27T15:11:02.802215,packet,,,,,,,,,,,,48,BB94,1,,,,,,"GATEWAY: Packet 48 from BB94 received (hops=1, value=95.56)"
2025-10-27T15:11:10.836324,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:11:40.857226,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:12:03.384323,packet,,,,,,,,,,,,49,BB94,1,,,,,,RX: Seq=49 From=BB94 Hops=1 Value=63.11
2025-10-27T15:12:03.389357,packet,,,,,,,,,,,,49,BB94,1,,,,,,"GATEWAY: Packet 49 from BB94 received (hops=1, value=63.11)"
2025-10-27T15:12:10.858374,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:12:40.874399,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:13:03.192384,packet,,,,,,,,,,,,50,BB94,1,,,,,,RX: Seq=50 From=BB94 Hops=1 Value=27.42
2025-10-27T15:13:03.197437,packet,,,,,,,,,,,,50,BB94,1,,,,,,"GATEWAY: Packet 50 from BB94 received (hops=1, value=27.42)"
2025-10-27T15:13:10.908349,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:13:40.930462,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:14:02.878491,packet,,,,,,,,,,,,51,BB94,1,,,,,,RX: Seq=51 From=BB94 Hops=1 Value=6.68
2025-10-27T15:14:02.883500,packet,,,,,,,,,,,,51,BB94,1,,,,,,"GATEWAY: Packet 51 from BB94 received (hops=1, value=6.68)"
2025-10-27T15:14:10.931487,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:14:40.947516,monitoring,0.0,0,0,324,383,324,59,,,,,,,,,,,,,"Memory: 324/383 KB free, Min: 324 KB, Peak: 59 KB"
2025-10-27T15:15:02.840590,packet,,,,,,,,,,,,52,BB94,1,,,,,,RX: Seq=52 From=BB94 Hops=1 Value=12.01
2025-10-27T15:15:02.845585,packet,,,,,,,,,,,,52,BB94,1,,,,,,"GATEWAY: Packet 52 from BB94 received (hops=1, value=12.01)"
